sequence,timestamp,class
0,1602470356673,0
1,1602470356709,0
2,1602470356741,0
3,1602470356777,0
4,1602470356809,0
5,1602470356841,0
6,1602470356877,0
7,1602470356909,0
8,1602470356941,0
9,1602470356977,0
10,1602470357010,0
11,1602470357041,0
12,1602470357077,0
13,1602470357109,0
14,1602470357145,0
15,1602470357177,0
16,1602470357211,0
17,1602470357246,0
18,1602470357277,0
19,1602470357309,0
20,1602470357345,0
21,1602470357377,0
22,1602470357409,0
23,1602470357445,0
24,1602470357477,0
25,1602470357513,0
26,1602470357546,0
27,1602470357577,0
28,1602470357613,0
29,1602470357645,0
30,1602470357678,0
31,1602470357714,0
32,1602470357746,0
33,1602470357777,0
34,1602470357813,0
35,1602470357845,0
36,1602470357882,0
37,1602470357914,0
38,1602470357945,0
39,1602470357982,0
40,1602470358013,0
41,1602470358046,0
42,1602470358085,0
43,1602470358113,0
44,1602470358149,0
45,1602470358181,0
46,1602470358213,0
47,1602470358249,0
48,1602470358281,0
49,1602470358313,0
50,1602470358349,0
51,1602470358382,0
52,1602470358413,0
53,1602470358450,0
54,1602470358482,0
55,1602470358517,0
56,1602470358549,0
57,1602470358581,0
58,1602470358617,0
59,1602470358650,0
60,1602470358683,0
61,1602470358718,0
62,1602470358749,0
63,1602470358781,0
64,1602470358817,0
65,1602470358851,0
66,1602470358885,0
67,1602470358917,0
68,1602470358949,0
69,1602470358986,0
70,1602470359017,0
71,1602470359049,0
72,1602470359086,0
73,1602470359117,0
74,1602470359150,0
75,1602470359185,0
76,1602470359217,0
77,1602470359254,0
78,1602470359286,0
79,1602470359318,0
80,1602470359353,0
81,1602470359385,0
82,1602470359418,0
83,1602470359453,0
84,1602470359486,0
85,1602470359517,0
86,1602470359553,0
87,1602470359585,0
88,1602470359622,0
89,1602470359654,0
90,1602470359686,0
91,1602470359721,0
92,1602470359754,0
93,1602470359786,0
94,1602470359821,0
95,1602470359853,0
96,1602470359885,0
97,1602470359922,0
98,1602470359953,0
99,1602470359989,0
100,1602470360021,0
101,1602470360053,0
102,1602470360089,0
103,1602470360121,0
104,1602470360153,0
105,1602470360189,0
106,1602470360221,0
107,1602470360253,0
108,1602470360291,0
109,1602470360321,0
110,1602470360357,0
111,1602470360389,0
112,1602470360421,0
113,1602470360457,0
114,1602470360490,0
115,1602470360522,0
116,1602470360557,0
117,1602470360589,0
118,1602470360621,0
119,1602470360657,0
120,1602470360691,0
121,1602470360726,0
122,1602470360759,0
123,1602470360789,0
124,1602470360825,0
125,1602470360857,0
126,1602470360890,0
127,1602470360926,0
128,1602470360958,0
129,1602470360989,0
130,1602470361025,0
131,1602470361057,0
132,1602470361093,0
133,1602470361125,0
134,1602470361157,0
135,1602470361193,0
136,1602470361225,0
137,1602470361257,0
138,1602470361293,0
139,1602470361325,0
140,1602470361357,0
141,1602470361393,0
142,1602470361426,0
143,1602470361462,0
144,1602470361493,0
145,1602470361526,0
146,1602470361562,0
147,1602470361593,0
148,1602470361625,0
149,1602470361661,0
150,1602470361693,0
151,1602470361730,0
152,1602470361766,0
153,1602470361794,0
154,1602470361829,0
155,1602470361861,0
156,1602470361893,0
157,1602470361930,0
158,1602470361966,0
159,1602470361993,0
160,1602470362029,0
161,1602470362061,0
162,1602470362097,0
163,1602470362129,0
164,1602470362162,0
165,1602470362197,0
166,1602470362229,0
167,1602470362261,0
168,1602470362297,0
169,1602470362330,0
170,1602470362362,0
171,1602470362397,0
172,1602470362430,0
173,1602470362466,0
174,1602470362497,0
175,1602470362529,0
176,1602470362566,0
177,1602470362597,0
178,1602470362630,0
179,1602470362665,0
180,1602470362697,0
181,1602470362730,0
182,1602470362765,0
183,1602470362797,0
184,1602470362833,0
185,1602470362865,0
186,1602470362897,0
187,1602470362935,0
188,1602470362966,0
189,1602470362997,0
190,1602470363033,0
191,1602470363065,0
192,1602470363097,0
193,1602470363134,0
194,1602470363166,0
195,1602470363202,0
196,1602470363233,0
197,1602470363265,0
198,1602470363301,0
199,1602470363333,0
200,1602470363365,0
201,1602470363401,0
202,1602470363433,0
203,1602470363465,0
204,1602470363501,0
205,1602470363533,0
206,1602470363569,0
207,1602470363602,0
208,1602470363633,0
209,1602470363669,0
210,1602470363701,0
211,1602470363733,0
212,1602470363769,0
213,1602470363802,0
214,1602470363834,0
215,1602470363869,0
216,1602470363901,0
217,1602470363937,0
218,1602470363970,0
219,1602470364002,0
220,1602470364037,0
221,1602470364069,0
222,1602470364101,0
223,1602470364137,0
224,1602470364169,0
225,1602470364202,0
226,1602470364237,0
227,1602470364270,0
228,1602470364305,0
229,1602470364337,0
230,1602470364369,0
231,1602470364406,0
232,1602470364440,0
233,1602470364469,0
234,1602470364506,0
235,1602470364538,0
236,1602470364569,0
237,1602470364606,0
238,1602470364639,0
239,1602470364673,0
240,1602470364705,0
241,1602470364738,0
242,1602470364773,0
243,1602470364805,0
244,1602470364837,0
245,1602470364873,0
246,1602470364905,0
247,1602470364937,0
248,1602470364973,0
249,1602470365006,0
250,1602470365042,0
251,1602470365073,0
252,1602470365105,0
253,1602470365141,0
254,1602470365173,0
255,1602470365205,0
256,1602470365242,0
257,1602470365273,0
258,1602470365306,0
259,1602470365343,0
260,1602470365373,0
261,1602470365410,0
262,1602470365441,0
263,1602470365473,0
264,1602470365509,0
265,1602470365541,0
266,1602470365573,0
267,1602470365609,0
268,1602470365642,0
269,1602470365678,0
270,1602470365709,0
271,1602470365741,0
272,1602470365777,0
273,1602470365809,0
274,1602470365842,0
275,1602470365878,0
276,1602470365910,0
277,1602470365941,0
278,1602470365977,0
279,1602470366009,0
280,1602470366046,0
281,1602470366078,0
282,1602470366109,0
283,1602470366145,0
284,1602470366177,0
285,1602470366209,0
286,1602470366245,0
287,1602470366277,0
288,1602470366309,0
289,1602470366346,0
290,1602470366377,0
291,1602470366413,0
292,1602470366446,0
293,1602470366477,0
294,1602470366513,0
295,1602470366546,0
296,1602470366577,0
297,1602470366613,0
298,1602470366645,0
299,1602470366677,0
300,1602470366713,0
301,1602470366746,0
302,1602470366781,0
303,1602470366813,0
304,1602470366845,0
305,1602470366882,0
306,1602470366913,0
307,1602470366946,0
308,1602470366982,0
309,1602470367013,0
310,1602470367045,0
311,1602470367082,0
312,1602470367114,0
313,1602470367149,0
314,1602470367181,0
315,1602470367213,0
316,1602470367249,0
317,1602470367282,0
318,1602470367317,0
319,1602470367349,0
320,1602470367381,0
321,1602470367413,0
322,1602470367449,0
323,1602470367482,0
324,1602470367517,0
325,1602470367549,0
326,1602470367581,0
327,1602470367617,0
328,1602470367649,0
329,1602470367685,0
330,1602470367718,0
331,1602470367749,0
332,1602470367781,0
333,1602470367817,0
334,1602470367849,0
335,1602470367886,0
336,1602470367918,0
337,1602470367949,0
338,1602470367985,0
339,1602470368017,0
340,1602470368049,0
341,1602470368086,0
342,1602470368118,0
343,1602470368149,0
344,1602470368185,0
345,1602470368217,0
346,1602470368253,0
347,1602470368285,0
348,1602470368317,0
349,1602470368353,0
350,1602470368385,0
351,1602470368417,0
352,1602470368453,0
353,1602470368485,0
354,1602470368518,0
355,1602470368556,0
356,1602470368585,0
357,1602470368621,0
358,1602470368653,0
359,1602470368685,0
360,1602470368721,0
361,1602470368753,0
362,1602470368786,0
363,1602470368821,0
364,1602470368853,0
365,1602470368886,0
366,1602470368922,0
367,1602470368953,0
368,1602470368989,0
369,1602470369021,0
370,1602470369053,0
371,1602470369089,0
372,1602470369121,0
373,1602470369153,0
374,1602470369189,0
375,1602470369221,0
376,1602470369257,0
377,1602470369290,0
378,1602470369322,0
379,1602470369357,0
380,1602470369389,0
381,1602470369422,0
382,1602470369457,0
383,1602470369490,0
384,1602470369522,0
385,1602470369558,0
386,1602470369589,0
387,1602470369625,0
388,1602470369657,0
389,1602470369689,0
390,1602470369725,0
391,1602470369760,0
392,1602470369789,0
393,1602470369825,0
394,1602470369857,0
395,1602470369889,0
396,1602470369926,0
397,1602470369961,0
398,1602470369993,0
399,1602470370026,0
400,1602470370057,0
401,1602470370093,0
402,1602470370126,0
403,1602470370158,0
404,1602470370195,0
405,1602470370226,0
406,1602470370257,0
407,1602470370294,0
408,1602470370325,0
409,1602470370361,0
410,1602470370394,0
411,1602470370425,0
412,1602470370461,0
413,1602470370493,0
414,1602470370525,0
415,1602470370561,0
416,1602470370593,0
417,1602470370626,0
418,1602470370661,0
