sequence,timestamp,class
0,1604322312013,5
1,1604322312049,5
2,1604322312081,5
3,1604322312113,5
4,1604322312149,5
5,1604322312181,5
6,1604322312213,5
7,1604322312249,5
8,1604322312281,5
9,1604322312317,5
10,1604322312349,5
11,1604322312381,5
12,1604322312417,5
13,1604322312449,5
14,1604322312481,5
15,1604322312517,5
16,1604322312549,5
17,1604322312581,5
18,1604322312618,5
19,1604322312650,5
20,1604322312685,5
21,1604322312717,5
22,1604322312749,5
23,1604322312785,5
24,1604322312818,0
25,1604322312849,0
26,1604322312885,0
27,1604322312917,0
28,1604322312953,0
29,1604322312985,0
30,1604322313017,0
31,1604322313053,0
32,1604322313085,0
33,1604322313117,0
34,1604322313153,0
35,1604322313185,0
36,1604322313217,0
37,1604322313253,0
38,1604322313285,0
39,1604322313321,0
40,1604322313353,0
41,1604322313385,0
42,1604322313421,0
43,1604322313453,0
44,1604322313485,0
45,1604322313521,0
46,1604322313553,0
47,1604322313585,0
48,1604322313621,0
49,1604322313653,0
50,1604322313690,0
51,1604322313721,0
52,1604322313753,0
53,1604322313790,0
54,1604322313823,0
55,1604322313853,0
56,1604322313889,0
57,1604322313921,0
58,1604322313953,0
59,1604322313989,0
60,1604322314021,0
61,1604322314057,0
62,1604322314090,0
63,1604322314121,0
64,1604322314157,0
65,1604322314189,0
66,1604322314221,0
67,1604322314257,0
68,1604322314289,0
69,1604322314321,0
70,1604322314358,0
71,1604322314389,0
72,1604322314425,0
73,1604322314459,0
74,1604322314489,0
75,1604322314527,0
76,1604322314559,0
77,1604322314590,0
78,1604322314625,0
79,1604322314657,0
80,1604322314689,0
81,1604322314725,0
82,1604322314757,0
83,1604322314793,0
84,1604322314825,0
85,1604322314857,0
86,1604322314893,0
87,1604322314925,0
88,1604322314959,0
89,1604322314993,0
90,1604322315024,0
91,1604322315057,0
92,1604322315096,0
93,1604322315125,0
94,1604322315161,0
95,1604322315193,0
96,1604322315225,0
97,1604322315261,0
98,1604322315293,0
99,1604322315325,0
100,1604322315361,0
101,1604322315393,0
102,1604322315425,0
103,1604322315461,0
104,1604322315493,0
105,1604322315529,0
106,1604322315561,0
107,1604322315593,0
108,1604322315629,0
109,1604322315661,0
110,1604322315693,0
111,1604322315729,0
112,1604322315761,0
113,1604322315793,0
114,1604322315829,0
115,1604322315861,0
116,1604322315897,0
117,1604322315929,0
118,1604322315961,0
119,1604322315997,0
120,1604322316030,0
121,1604322316062,0
122,1604322316097,0
123,1604322316129,0
124,1604322316163,0
125,1604322316197,0
126,1604322316229,0
127,1604322316265,0
128,1604322316297,0
129,1604322316329,0
130,1604322316365,0
131,1604322316397,0
132,1604322316429,0
133,1604322316465,0
134,1604322316497,0
135,1604322316533,0
136,1604322316565,0
137,1604322316597,0
138,1604322316633,0
139,1604322316665,0
140,1604322316697,0
141,1604322316733,0
142,1604322316765,0
143,1604322316797,0
144,1604322316833,0
145,1604322316865,0
146,1604322316901,0
147,1604322316933,0
148,1604322316965,0
149,1604322317001,0
150,1604322317033,0
151,1604322317065,0
152,1604322317101,0
153,1604322317133,0
154,1604322317167,0
155,1604322317201,0
156,1604322317233,0
157,1604322317269,0
158,1604322317301,0
159,1604322317335,0
160,1604322317369,0
161,1604322317401,0
162,1604322317433,0
163,1604322317469,0
164,1604322317501,0
165,1604322317533,0
166,1604322317570,0
167,1604322317601,0
168,1604322317637,0
169,1604322317669,0
170,1604322317700,0
171,1604322317737,0
172,1604322317769,0
173,1604322317800,0
174,1604322317836,0
175,1604322317868,0
176,1604322317901,0
177,1604322317937,0
178,1604322317969,0
179,1604322318005,0
180,1604322318036,0
181,1604322318068,0
182,1604322318105,0
183,1604322318137,0
184,1604322318169,0
185,1604322318205,0
186,1604322318238,0
187,1604322318269,0
188,1604322318305,0
189,1604322318337,0
190,1604322318373,0
191,1604322318405,0
192,1604322318437,0
193,1604322318473,0
194,1604322318505,0
195,1604322318537,0
196,1604322318572,0
197,1604322318604,0
198,1604322318637,0
199,1604322318673,0
200,1604322318705,0
201,1604322318741,0
202,1604322318773,0
203,1604322318805,0
204,1604322318841,0
205,1604322318873,0
206,1604322318905,0
207,1604322318941,0
208,1604322318973,0
209,1604322319005,0
210,1604322319041,0
211,1604322319073,0
212,1604322319109,0
213,1604322319141,0
214,1604322319173,0
215,1604322319210,0
216,1604322319241,0
217,1604322319273,0
218,1604322319309,0
219,1604322319340,0
220,1604322319373,0
221,1604322319409,0
222,1604322319440,0
223,1604322319476,0
224,1604322319508,0
225,1604322319541,0
226,1604322319576,0
227,1604322319609,0
228,1604322319640,0
229,1604322319677,0
230,1604322319709,0
231,1604322319741,0
232,1604322319777,0
233,1604322319809,0
234,1604322319845,0
235,1604322319877,0
236,1604322319909,0
237,1604322319945,0
238,1604322319978,0
239,1604322320009,0
240,1604322320044,0
241,1604322320076,0
242,1604322320113,0
243,1604322320145,0
244,1604322320177,0
245,1604322320213,0
246,1604322320244,0
247,1604322320276,0
248,1604322320313,0
249,1604322320344,0
250,1604322320377,0
251,1604322320413,0
252,1604322320444,0
253,1604322320480,0
254,1604322320513,0
255,1604322320545,0
256,1604322320581,0
257,1604322320613,0
258,1604322320645,0
259,1604322320681,0
260,1604322320712,0
261,1604322320745,0
262,1604322320781,0
263,1604322320813,0
264,1604322320849,0
265,1604322320881,0
266,1604322320913,0
267,1604322320949,0
268,1604322320981,0
269,1604322321013,0
270,1604322321052,0
271,1604322321081,0
272,1604322321113,0
273,1604322321150,0
274,1604322321181,0
275,1604322321217,0
276,1604322321249,0
277,1604322321280,0
278,1604322321317,0
279,1604322321348,0
280,1604322321380,0
281,1604322321417,0
282,1604322321448,0
283,1604322321480,0
284,1604322321517,0
285,1604322321549,0
286,1604322321584,0
